ID,Возраст,Доход клиента,Вероятность банкротства,Флаг утилизации счёта,Расходы,PV КК,PV услуги,NPV
105,37,33913.64128146042,0.11568629081814509,1,277,12283,1614,13620
106,38,24261.664797906436,0.35795409279701096,0,270,0,0,-270
107,22,20318.237999219058,0.18051161465768423,0,85,0,0,-85
108,25,27698.370193190593,0.06437111150907049,1,591,7960,6765,14134
109,40,29338.309816516772,0.3664340466672823,0,13,0,0,-13
110,70,23353.4988454107,0.2541789132565007,1,398,5445,1793,6840
111,64,20157.76582262246,0.0345460111163135,1,2129,17341,4859,20071
112,25,37914.71540602225,0.23163767628207413,1,391,5626,1601,6836
113,30,20559.55738253373,0.06550241601688284,1,629,6134,3186,8691
114,22,28756.23473895894,0.3547871233091551,1,1461,5472,1606,5617
115,73,41227.35541746986,0.5025330633199839,0,58,0,0,-58
116,36,39451.427834995884,0.023949033012176598,1,308,5634,1461,6787
117,25,27841.471150911737,0.13997238901217637,1,697,6240,2355,7898
118,19,22178.25047350637,0.4404595317268856,0,15,0,0,-15
119,24,22214.20929148302,0.6762582182183998,0,51,0,0,-51
120,65,31419.923891726932,0.017579494030149575,1,390,5471,1957,7038
121,31,25746.306317537168,0.11684397938766497,1,10,16476,1545,18011
122,75,29166.65497108005,0.1547866824640717,0,13,0,0,-13
123,18,35979.51121506227,0.19473076812295534,1,524,8526,1802,9804
124,21,21561.388037945788,0.11559146832354154,0,55,0,0,-55
125,24,20544.62476788081,0.008702811503876376,1,576,5737,1983,7144
126,27,24061.659790366914,0.15131372256806355,0,26,0,0,-26
127,21,26941.55352981019,0.010133612234879926,0,5,0,0,-5
128,42,24649.561013854265,0.04540949348703984,1,59,11270,2101,13312
129,35,66225.43897196636,0.002589037822717043,0,71,0,0,-71
130,38,20964.72642949896,0.07983199606288077,1,65,6330,1712,7977
131,28,23728.734831839392,0.20318978707318988,0,54,0,0,-54
132,24,20672.777784727776,0.06426472392038084,1,374,9274,2248,11148
133,19,48181.34039860564,0.23029399797062294,1,791,6518,1917,7644
134,23,28617.108059084014,0.2891244583194864,1,616,6573,1632,7589
135,48,31209.93664174737,0.07717575573681673,1,180,10431,1482,11733
136,75,35053.22021510992,0.02861441083600026,0,53,0,0,-53
137,21,23797.26121252131,0.010265647255136215,1,1208,8593,1875,9260
138,19,22819.128733412454,0.02096079514768788,0,28,0,0,-28
139,31,25369.945989057618,0.060955448176904695,1,287,5251,1634,6598
140,26,20635.22798987827,0.15956719296480038,1,1186,6583,1929,7326
141,20,21948.550419509953,0.19572417643852524,1,138,6186,2688,8736
142,63,28060.790510167142,0.10518715049306974,1,846,5361,1562,6077
143,46,21645.538171337324,0.11735320332666556,1,52,22733,2267,24948
144,72,25329.727175690296,0.1018561321671071,0,232,0,0,-232
145,20,29860.46452815636,0.02387013585139816,1,125,5739,1657,7271
146,36,26078.74475841048,0.07857871182360739,1,60,6354,1604,7898
147,24,40303.33207765194,0.171901053988552,1,83,15140,2028,17085
148,22,24071.014476067867,0.0594846797278981,0,82,0,0,-82
149,41,20199.515501526905,0.0460310305503279,1,2052,5770,1758,5476
150,31,29329.234556197258,0.13966860251566016,1,172,6365,1857,8050
151,57,25286.21790494518,0.10322802368923246,1,153,47231,1513,48591
152,29,22063.389885635184,0.11532131786254125,1,1523,12710,2046,13233
153,58,20542.837109362394,0.18988956972788337,1,213,6308,2820,8915
154,28,26394.224169301036,0.10567553507958029,1,529,5408,2029,6908
155,63,23558.709167398185,0.10093401432591365,1,586,5713,2433,7560
156,56,21207.13392229636,0.041599202066749254,1,312,6441,1563,7692
157,23,34689.67585946741,0.07353722339460864,1,546,6790,1570,7814
158,53,32679.96717254391,0.009796984957805495,1,533,10666,2550,12683
159,36,20506.219661840143,0.1346439193222941,1,173,52104,3756,55687
160,18,23420.274205215523,0.26207145596545395,0,10,0,0,-10
161,46,24212.682643797114,0.005812818814768598,0,122,0,0,-122
162,27,48140.57599027432,0.20641426639136654,1,242,5742,1501,7001
163,20,33683.05788939543,0.21480833746877032,1,945,19734,1868,20657
164,23,29555.651990310937,0.06593874231448887,1,352,6849,1770,8267
165,51,20159.44558688958,0.06283673220247156,0,8,0,0,-8
166,22,36472.6675269623,0.03131646438554623,1,1047,8909,1654,9516
167,48,23876.016072747527,0.09657534428004,1,236,6354,2235,8353
168,62,52055.62549996819,0.25568520965078545,0,10,0,0,-10
169,24,21137.527519311985,0.059465608173545105,0,88,0,0,-88
170,36,26324.37251697175,0.48591627510431135,0,36,0,0,-36
171,47,33597.58036630807,0.030806284197969293,1,661,5385,1620,6344
172,37,23831.34334778681,0.08775668557137228,1,283,5494,2483,7694
173,51,54602.192035159955,0.13844416754706448,1,312,8853,1632,10173
174,52,64135.02224540652,0.1985556683056726,0,1,0,0,-1
175,18,20078.7655592571,0.134439951940868,1,2170,11593,1459,10882
176,19,33615.59164717172,0.2709183469375974,1,439,73738,1490,74789
177,21,20092.25864523346,0.3129819933687813,0,25,0,0,-25
178,75,38586.97065672634,0.06972708126954828,0,28,0,0,-28
179,29,38149.88192561641,0.009669135470249711,1,280,10724,1626,12070
180,43,24909.694292441927,0.24054098050287553,0,25,0,0,-25
181,40,21377.028236316335,0.30321927568449697,1,56,11100,2093,13137
182,29,23351.340585634898,0.0060277487048725695,1,203,6306,1937,8040
183,28,27049.698303568886,0.079319868985867,0,21,0,0,-21
184,41,98271.07116243974,0.367491288659396,1,911,5625,3323,8037
185,74,26966.649832383802,0.09311065095911122,1,427,11505,1635,12713
186,20,27269.836606966615,0.09826089113785508,0,4,0,0,-4
187,43,32260.098505701455,0.19981407253366712,1,1468,20002,1459,19993
188,43,22013.23583717426,0.04012598777348638,1,449,14798,4101,18450
189,58,22189.645385950673,0.07994332990277744,1,447,7776,3483,10812
190,38,21123.427335616616,0.30352754789824393,0,37,0,0,-37
191,53,41137.59916762831,0.2668661146311717,1,161,7189,1997,9025
192,74,21241.22508948714,0.17091770354788635,1,34,13682,1702,15350
193,69,34217.387931073594,0.04774494251336295,1,8,7723,2804,10519
194,35,23264.628185971018,0.2170004547422539,0,25,0,0,-25
195,74,21766.217798314963,0.4045484076016919,0,27,0,0,-27
196,26,20928.208992341773,0.11898066461481796,1,49,7252,6812,14015
197,32,22578.104384923667,0.17690863600903178,1,323,5432,1878,6987
198,47,21233.469134886538,0.014629289888936487,1,329,5644,1810,7125
199,40,20189.49234820643,0.14555139155962277,1,471,21083,3665,24277
200,68,26941.881647162183,0.14840526637785578,1,350,8568,1762,9980
201,61,39532.245208885455,0.2144915334389857,0,72,0,0,-72
202,74,20177.599152616007,0.2914135021910093,1,2623,7359,1537,6273
203,39,22752.794379554907,0.13493403756108188,1,202,5301,1459,6558
204,33,28682.25633095153,0.2090351293404573,1,1385,5337,1555,5507
205,25,22046.00639651244,0.1225669667593444,1,945,5880,3247,8182
206,29,24023.838610332754,0.3637159637951458,1,963,5847,1547,6431
207,23,23708.797413181,0.22877170296354518,0,38,0,0,-38
208,22,20097.507596213778,0.20285083776144128,1,612,11672,1940,13000
209,31,21003.561298187225,0.019050828257305148,0,2,0,0,-2
210,32,40148.28828411999,0.2671124636198156,1,101,17516,1780,19195
211,18,23903.136538489103,0.01978812937784917,1,292,6860,1740,8308
212,23,40637.44661764509,0.3947933779947351,0,85,0,0,-85
213,41,26011.532469689257,0.14744797621136269,1,163,8250,1751,9838
214,40,30618.50918659448,0.05302696273457091,0,21,0,0,-21
215,21,21153.210214292245,0.07806913302161655,0,28,0,0,-28
216,19,137841.9186327505,0.036508872323479165,1,209,6112,1532,7435
217,49,22545.182982257196,0.4731205482335695,0,0,0,0,0
218,75,24644.595793305856,0.375391577138187,0,7,0,0,-7
219,30,27021.62626537396,0.003477574040019697,1,739,19379,1615,20255
220,74,23448.440905743864,0.024990013545537287,1,159,6130,2070,8041
221,34,20539.164898168765,0.15555483508991252,1,454,6954,1673,8173
222,35,20698.762130540315,0.01917739144882931,1,28,7008,1575,8555
223,24,64714.9297687988,0.19717657379279055,1,624,7787,1814,8977
224,24,25204.816172891067,0.13203274982778881,1,1227,5647,1737,6157
225,20,21671.037837703,0.20334871738413188,1,1677,9019,1532,8874
226,18,24359.68762222119,0.014441359619021125,0,11,0,0,-11
227,65,41700.069054137544,0.08573967568328575,0,113,0,0,-113
228,28,36072.57097222069,0.02956687186698378,1,155,5660,1599,7104
229,22,20510.46181641141,0.1703022311940567,1,1536,8090,2765,9319
230,35,21530.029221663364,0.17041555066880118,1,196,6332,3440,9576
231,56,23382.411669606077,0.13828575171146945,1,706,5458,2545,7297
232,63,37444.12772965192,0.0157504822774707,1,372,10237,2713,12578
233,23,42927.84980698101,0.06774523975857179,1,849,10743,1683,11577
234,57,26811.588471953317,0.07377806945150393,1,529,5685,2305,7461
235,66,23669.474998450147,0.07426357649854487,1,99,8848,1471,10220
236,64,20777.058255033087,0.29722691777465904,0,29,0,0,-29
237,19,23804.121319883503,0.06536580254079795,1,198,6567,2247,8616
238,74,30470.18733236565,0.10077217447290124,1,97,6712,1551,8166
239,36,20368.34007670865,0.10685747111215417,1,349,13290,3308,16249
240,18,23196.56857565904,0.1250343018465792,1,277,5269,1513,6505
241,53,23818.962181065526,0.06010810350512724,1,363,8143,1955,9735
242,53,47441.522747249604,0.09810757995211263,0,6,0,0,-6
243,20,39199.26012288453,0.03962675697114196,1,300,6543,1657,7900
244,42,53186.70470291801,0.5085011183113238,0,6,0,0,-6
245,23,24185.325655447024,0.01954602607950024,1,1305,12509,1854,13058
246,23,21731.940709856135,0.04373904124521903,1,246,5274,1852,6880
247,29,21302.47986146671,0.10183781266295648,1,196,7663,3405,10872
248,30,31803.224653005665,0.08314185939464136,0,48,0,0,-48
249,30,23860.437297581477,0.09494500764118925,1,386,5564,2069,7247
250,61,46057.34527445004,0.010391357479088485,1,21,5883,2870,8732
251,27,21524.28493999859,0.015577836383700245,1,1179,8014,1708,8543
252,21,27212.581630135322,0.20926658681767005,1,635,9559,1446,10370
253,49,23339.130974385887,0.10508156761890668,1,1608,5309,2038,5739
254,55,22409.670807389564,0.0371737038573813,1,324,5700,2177,7553
255,24,41489.317271726984,0.0010177218591149663,1,236,5444,1741,6949
256,31,27110.569464578344,0.28816331737678,1,315,6177,1929,7791
257,28,23784.846674536348,0.15738587860690895,1,274,18028,1827,19581
258,60,26609.209628014356,0.5427258316322379,0,247,0,0,-247
259,20,41415.45035247221,0.06541340305671914,1,133,10938,2107,12912
260,43,45108.1488031587,0.2608906863935347,1,573,11251,1632,12310
261,32,25970.46756838886,0.14089844639905805,1,632,18366,1750,19484
262,24,25777.35759336005,0.03788093938594383,1,146,6416,1967,8237
263,30,22410.69381076325,0.08583697244534139,1,875,14427,1658,15210
264,75,21276.01926848847,0.4707432416060796,0,7,0,0,-7
265,37,29933.203483424448,0.33142430122903155,1,1689,8952,1714,8977
266,57,21549.766002360368,0.05881508610712869,1,252,9142,1875,10765
267,19,20715.05337153067,0.0588245319953452,1,468,13439,1553,14524
268,73,21944.46256637638,0.12224432578097699,0,9,0,0,-9
269,51,33128.21291983496,0.07465035329662825,1,1081,7955,1784,8658
270,55,21286.291716596414,0.1355897231621759,1,332,90014,1700,91382
271,31,25201.82162223438,0.3008721692181989,0,183,0,0,-183
272,72,20303.728232159287,0.031160708033879127,0,80,0,0,-80
273,29,32728.961636341897,0.25901601302298277,0,16,0,0,-16
274,34,23995.980359213885,0.07546565427102593,1,301,9588,2181,11468
275,46,28244.59729497846,0.31452125855523955,1,833,8867,1913,9947
276,37,27147.01200846253,0.3377261349799037,0,46,0,0,-46
277,25,30697.36951904801,0.08492363052692009,0,15,0,0,-15
278,51,33214.50270056273,0.0432491740159669,0,14,0,0,-14
279,71,25017.412247248412,0.06723591682614423,1,383,6282,2170,8069
280,25,60034.49231232739,0.08324513701206036,1,233,5565,2093,7425
281,64,25822.82567204158,0.12306141087332088,0,110,0,0,-110
282,52,25790.861148426775,0.048769742846333015,1,825,5239,1456,5870
283,50,22694.66127420769,0.017666831570843627,0,17,0,0,-17
284,23,23017.887520295615,0.10747665176677183,1,841,8693,1692,9544
285,71,26599.688428172365,0.06354450186646743,0,27,0,0,-27
286,23,28339.27851978516,0.21057991112836508,1,120,5700,1628,7208
287,58,23247.246173031228,0.13316942295517525,1,652,20180,2714,22242
288,18,33789.406883294534,0.20111365277817997,0,43,0,0,-43
289,45,20833.74896595719,0.02004385519564018,1,843,19765,1467,20389
290,54,39692.71594222861,0.0906828425437127,1,259,6188,1624,7553
291,46,25348.892581963686,0.03218834217667405,1,643,7923,1814,9094
292,54,26137.750619108054,0.050502130885575446,1,507,6420,1940,7853
293,62,28719.440568146718,0.07481299964956098,1,112,5648,2427,7963
294,33,23775.347230382158,0.023249244136085027,1,344,6145,5346,11147
295,21,20198.637134642755,0.0769229564665199,1,169,6072,2693,8596
296,18,25041.561638694988,0.04745871764766645,1,282,13196,1594,14508
297,35,21623.02309583959,0.21071408010577927,0,0,0,0,0
298,25,46659.64056663779,0.15233051900075395,0,77,0,0,-77
299,60,22351.69757023995,0.2375081582001957,1,516,6084,1454,7022
300,20,24128.88953615439,0.10180456084532943,0,69,0,0,-69
301,28,21223.876931512932,0.099029415915413,1,930,10170,1467,10707
302,52,25710.240329518336,0.06187336451797459,1,166,14255,1617,15706
303,27,21969.975124358276,0.003772354173129616,1,465,7087,1675,8297
304,47,20952.568177199384,0.08459739803275673,1,224,10575,1442,11793
305,24,21195.481383525494,0.13257567305029422,1,275,9183,1642,10550
306,52,23723.795289778096,0.1530598684638357,0,14,0,0,-14
307,39,27050.81224523374,0.022494353882778092,1,605,5886,1941,7222
308,51,21985.680171537766,0.016266232739537045,1,910,6752,1615,7457
309,72,43124.55668972363,0.23800263576565744,1,243,5658,2238,7653
310,23,23638.97976028791,0.2039455874183821,1,224,7173,6476,13425
311,35,26647.461413191617,0.06861607401799273,0,110,0,0,-110
312,19,20896.942225373823,0.03857138725676477,1,1979,5914,2652,6587
313,20,23822.42700489906,0.07046693458435749,1,131,6544,5197,11610
314,47,45713.37140377049,0.005262824729008253,1,326,8239,2015,9928
315,48,29689.110932245512,0.08367783192523646,1,178,24055,2584,26461
316,25,20736.189072864236,0.24446325259394952,1,1727,7606,1802,7681
317,39,32845.796857700276,0.23107753212922585,1,256,7684,1778,9206
318,40,29234.290309099477,0.09304463978134947,1,526,9185,4042,12701
319,47,48105.68437035583,0.1037870476498728,0,19,0,0,-19
320,36,39130.50106444994,0.03665481427192606,1,1088,7185,1657,7754
321,62,25675.418477692045,0.11116565242754599,1,75,7620,1578,9123
322,30,27919.982376360567,0.345073846657262,0,22,0,0,-22
323,23,38929.07058306197,0.06583865917466225,1,264,8111,1584,9431
324,45,21405.54616474149,0.1263778136604248,1,211,15820,1676,17285
325,26,28674.93415580138,0.010655318847522268,1,1428,5730,1904,6206
326,41,24509.255132427697,0.02723043902475931,1,321,5610,1564,6853
327,33,39534.64078725954,0.00036966506796735107,1,424,9878,2511,11965
328,35,20767.542141242626,0.006637651308657964,1,463,7410,1791,8738
329,55,32234.67470500703,0.22085546947423687,1,365,6206,1454,7295
330,30,74004.20952547996,0.060915133637311804,0,23,0,0,-23
331,44,22341.292655329464,0.07241301214578945,1,287,5238,1775,6726
332,31,20231.62165509933,0.35694088816537234,0,19,0,0,-19
333,34,21684.529616572123,0.027036359647779205,1,52,12252,1555,13755
334,61,31503.848614864393,0.14550438089665993,0,111,0,0,-111
335,50,24037.794951669715,0.056073263976422545,1,263,5351,1455,6543
336,49,22088.31682183001,0.04504854391214566,1,956,8228,2714,9986
337,42,34602.69835410182,0.012353032926813884,0,25,0,0,-25
338,21,25990.57285807274,0.1339168121174477,1,363,10246,1957,11840
339,72,24664.55090148077,0.178034920801167,1,648,6629,1801,7782
340,35,22413.798326542084,0.1965911802973136,0,46,0,0,-46
341,37,21193.366087904345,0.019831187206475344,1,215,5376,1609,6770
342,38,25505.779593417763,0.05989891203423503,1,154,7627,1702,9175
343,37,24546.737598916174,0.11931242581722629,1,374,6023,1857,7506
344,32,20911.091250021484,0.0740139575370052,1,429,10517,1474,11562
345,28,33161.38820709827,0.11749936039495451,0,72,0,0,-72
346,18,25124.93228345675,0.03210168314394152,1,623,6456,2861,8694
347,46,24369.778783984817,0.04306233143824026,1,642,12436,1679,13473
348,24,31543.99860061296,0.2576372381490445,1,469,6236,1793,7560
349,40,25200.868148834106,0.09697667445553337,1,3175,9768,2053,8646
350,30,31197.740259875132,0.18186040556406316,0,60,0,0,-60
351,23,21646.16233985569,0.018812314095846584,1,491,6622,1449,7580
352,22,45098.15185536228,0.013629980548176952,1,190,6191,2777,8778
353,42,22459.86696468484,0.1280820518679613,0,201,0,0,-201
354,21,21958.59862457801,0.010180734229725643,1,695,5790,2304,7399
355,22,25666.90009699812,0.1948626485384495,1,446,7666,1761,8981
356,74,32078.88320435183,0.006609593818648442,1,933,10212,12767,22046
357,20,39097.91586097477,0.03603705849231995,0,17,0,0,-17
358,29,43783.99127248356,0.05641371481981766,1,899,6691,2377,8169
359,34,22840.153204558836,0.20828374119035165,0,13,0,0,-13
360,65,22464.424668268704,0.32959467788384983,1,1685,8516,1693,8524
361,40,29888.03313296563,0.048180489022506066,1,266,5298,3521,8553
362,49,22250.74424853757,0.03400884902900845,0,58,0,0,-58
363,37,24745.0842453362,0.01927186038078524,1,1020,6586,2314,7880
364,49,20310.220697912224,0.2677418098578033,0,39,0,0,-39
365,19,27529.840453150875,0.07831491934531348,1,496,24269,1455,25228
366,44,24859.869482914528,0.1762341406365994,1,15,7886,1534,9405
367,55,27121.82969567504,0.031123274074572636,1,1530,14015,2943,15428
368,28,41091.943394381444,0.06752389847605089,1,1575,9025,1804,9254
369,27,32232.202650806335,0.08600961096043329,1,159,5971,1818,7630
370,34,22336.435333531317,0.11449463884815962,0,31,0,0,-31
371,58,24633.935520374962,0.3668896857242264,0,137,0,0,-137
372,34,21988.32659333639,0.3040657114828785,1,229,11654,2070,13495
373,44,28607.275211732693,0.08541406244740692,1,38,9389,1450,10801
374,47,42329.7414669402,7.451754736492788e-06,0,17,0,0,-17
375,38,21283.921995639495,0.25501979498534205,1,156,13401,1537,14782
376,37,21424.921891849364,0.12819142867330097,1,475,6465,1458,7448
377,36,31568.129807206107,0.04784683208802625,1,342,5261,3139,8058
378,43,52471.072356122626,0.1253050144468452,1,520,6300,2122,7902
379,22,24583.87292208267,0.08916993797287912,1,1310,6384,2559,7633
380,28,29889.462238036474,0.02336048241763339,1,92,5329,1854,7091
381,45,22412.32022164428,0.2964286550464438,0,51,0,0,-51
382,44,20063.50808354742,0.044051536303769116,1,66,6667,1654,8255
383,21,63152.39887650457,0.38808958189913684,0,141,0,0,-141
384,47,26766.633861059676,0.08212341706812733,1,601,6953,1482,7834
385,26,55398.496980459386,0.005909301451385551,1,576,5580,1986,6990
386,31,22021.72795164945,0.046677491791760846,1,88,8324,1574,9810
387,45,24380.14500143393,0.2423627023164595,0,7,0,0,-7
388,22,21552.32792963377,0.03252578514994358,1,11,9979,1835,11803
389,19,51367.998944637264,0.1303326865387482,1,79,6879,1684,8484
390,22,20817.249248496682,0.021393135496495123,1,1130,5873,1464,6207
391,27,23585.136212704037,0.07085652716990325,0,75,0,0,-75
392,42,69948.26321673882,0.09606119249760042,1,561,25714,1926,27079
393,22,20197.21959198586,0.09669784134236069,1,1191,43103,2000,43912
394,24,22783.801983672,0.15589296041172052,1,203,6725,1585,8107
395,42,47031.765207048156,0.10915602822347861,1,789,6281,1752,7244
396,68,21116.22685992506,0.16650085813404075,1,1363,5312,2302,6251
397,18,30084.889136650872,0.18888393326179423,1,236,5682,2073,7519
398,60,21560.430474668134,0.028600439444180215,1,191,7524,2380,9713
399,47,27192.40763538866,0.04163512884999222,1,193,5796,2403,8006
400,24,20710.152324492094,0.051185371562611104,1,95,5959,1629,7493
401,28,21190.638622182047,0.5547385624112755,0,17,0,0,-17
402,67,32027.45342775836,0.17345294343006415,1,310,11789,1502,12981
403,54,42043.397911688924,0.06489784724338199,0,18,0,0,-18
404,33,113908.71263988232,0.06025152080127956,1,210,9363,2333,11486
405,35,35710.94473921683,0.2535066393916923,1,507,7559,2389,9441
406,35,24243.538270982055,0.05283626568146487,1,4100,6837,1831,4568
407,44,34235.217931645326,0.017432590044629354,1,479,5913,1511,6945
408,44,23749.24980539269,0.03001633224583252,1,139,5964,1899,7724
409,20,28286.617681467564,0.03569024598005782,1,304,8618,2485,10799
410,22,44703.224521274344,0.019352486546832328,1,781,6280,1445,6944
411,30,20086.863956151716,0.21901589482040923,1,500,8673,1593,9766
412,19,29924.79669386779,0.12046175062579066,1,504,7888,1758,9142
413,29,21232.539216653764,0.128832527424386,1,257,7048,1495,8286
