ID,Возраст,Доход клиента,Вероятность банкротства,Флаг утилизации счёта,Расходы,PV КК,PV услуги,NPV
204,64,39484.706992233136,0.26723346949459215,0,49,0,0,-49
205,39,20109.54839115335,0.13397422393103797,1,351,6722,1581,7952
206,51,23542.58252481682,0.06577922654269618,1,73,21472,1645,23044
207,41,22324.171483362286,0.08886865768935351,1,393,10587,1747,11941
208,68,20696.53237176918,0.36570051232310263,1,494,8226,1474,9206
209,69,24375.65205281319,0.04190531958316793,1,438,13951,1754,15267
210,23,22562.836258373805,0.045534398647470754,1,966,5697,2014,6745
211,63,27193.67080393352,0.16781966778628268,1,89,5945,1584,7440
212,46,23317.724740937058,0.044787353653870536,1,770,5986,1810,7026
213,26,30212.60801108437,0.07411390287045205,1,607,11276,1494,12163
214,55,23353.59588444381,0.08408818184907378,1,281,5637,1335,6691
215,25,30145.034479540092,0.0009479354360344208,0,20,0,0,-20
216,37,63594.809565678544,0.0074999490558273485,1,770,15620,1502,16352
217,29,24283.76645345741,0.2713964189349808,0,7,0,0,-7
218,39,42172.76491846867,0.16232432498755983,1,742,8108,1946,9312
219,20,21792.468264883013,0.14861884701513148,1,113,11436,1345,12668
220,72,20228.422382627396,0.11593636885174016,1,1907,6432,1391,5916
221,58,29802.473381733853,0.11613652987778915,1,62,8120,1423,9481
222,41,44107.828687450485,0.08953507059536915,0,7,0,0,-7
223,44,25386.097454183306,0.20129256831278927,1,471,8484,2019,10032
224,43,20026.47727888406,0.2065662014188529,1,698,5377,3539,8218
225,72,26092.073043385237,0.20846987089796792,1,78,13917,1341,15180
226,64,22503.33250196531,0.003309645827148827,1,485,5954,1568,7037
227,36,26041.774285490257,0.36105072797832805,1,1005,6290,1470,6755
228,36,25341.177565335245,0.057198741362140246,1,452,22056,1841,23445
229,18,20812.742806241622,0.09005840333259342,1,559,6094,1562,7097
230,30,24470.961945476334,0.09056872642366297,1,1052,93078,1440,93466
231,48,30159.214281028217,0.35387236601650923,0,55,0,0,-55
232,46,41300.558089381164,0.09630626778343988,0,87,0,0,-87
233,42,39544.82414510183,0.06919632944937776,0,91,0,0,-91
234,33,22643.416515430035,0.11090507992753063,0,4,0,0,-4
235,65,41697.07083630705,0.028441340757388935,1,652,6597,1609,7554
236,41,26728.099485438255,0.26983258243858493,0,55,0,0,-55
237,49,25889.100542873268,0.035216307998293055,1,108,8319,1671,9882
238,21,31639.49798061299,0.03700843233576579,1,140,5342,2310,7512
239,22,24522.852192333277,0.019891264507775657,1,466,5951,2829,8314
240,38,23043.311366830945,0.2522014063159257,1,99,8715,1372,9988
241,48,26032.937724078558,0.004904967975676817,0,2,0,0,-2
242,35,26831.747288848175,0.01416328220988335,1,754,9375,1686,10307
243,34,27797.23106871572,0.05476414669144156,1,630,9370,3754,12494
244,47,25186.225439682254,0.05147627105032171,0,190,0,0,-190
245,19,20592.09102863603,0.013693976958141684,1,530,8410,1549,9429
246,49,21628.672292478605,0.15277336062657937,1,116,7695,1443,9022
247,18,28533.040971426537,0.3231049552394505,0,19,0,0,-19
248,73,20828.535894406723,0.32946626136040846,1,556,7245,2302,8991
249,25,61411.35513149834,0.10118765211207285,1,1350,13225,4437,16312
250,23,29666.404423413314,0.05193516312517864,1,78,5736,2562,8220
251,49,39729.19725618114,0.001955076604460034,0,200,0,0,-200
252,61,21403.079215538066,0.4373232672029014,1,1443,7225,2236,8018
253,32,22934.74029132058,0.36522875020433865,1,416,6251,1774,7609
254,32,21012.661232790317,0.09675328823072832,0,31,0,0,-31
255,18,21284.06094120543,0.15509273501982426,0,15,0,0,-15
256,18,54445.949826269636,0.08819089050216339,1,253,21465,1677,22889
257,27,29496.950423177037,0.12143795865538629,1,269,7353,1355,8439
258,47,24126.806302985067,0.08088925654335928,1,1933,12156,1514,11737
259,41,35379.94590456587,0.07903051560231023,0,19,0,0,-19
260,28,21579.514904502445,0.04293514292848719,1,379,16117,1515,17253
261,38,29538.17080475223,0.12406360754494153,1,253,7664,4784,12195
262,57,37013.367373940324,0.12343650990781795,0,37,0,0,-37
263,37,34814.25101465086,0.07803320473337731,1,18,9625,1867,11474
264,66,35333.41239792754,0.3574068681500829,1,404,8275,1392,9263
265,22,20383.666342366298,0.021340095392220707,1,687,16991,1387,17691
266,24,26328.005669134353,0.02997667919481129,1,147,9395,2104,11352
267,62,27539.211089427856,0.09524278462936488,1,176,118214,1698,119736
268,35,22192.116025266798,0.12789602637051495,1,239,8114,1520,9395
269,75,27363.206702981726,0.11878749511832752,0,38,0,0,-38
270,47,34624.695452263346,0.5314074408233899,0,17,0,0,-17
271,51,23119.576715131163,0.09605017608813049,1,770,6153,1750,7133
272,58,21387.57457646985,0.12217140373929372,1,618,10056,1349,10787
273,46,20187.666869498225,0.18322389897713878,1,123,7088,2424,9389
274,43,29532.818159060436,0.1453471391804795,1,664,6585,1417,7338
275,72,27462.575691273003,0.030951274587098305,1,461,18250,1814,19603
276,74,20889.67866276385,0.08268436043066002,1,1192,9606,1406,9820
277,60,37256.425398496285,0.004239787592001023,1,77,5431,2004,7358
278,19,21284.7762187621,0.11670559514090863,1,68,16059,1816,17807
279,32,34134.86479840249,0.1933148247224091,1,172,19069,1402,20299
280,18,26955.51637950892,0.04654641495313618,1,764,7213,3809,10258
281,34,23601.5465763958,0.18359676973143868,1,268,8973,2182,10887
282,31,21359.947241539507,0.01887420555864072,1,564,18124,1401,18961
283,48,26641.05419375603,0.2515180541253804,0,27,0,0,-27
284,33,21799.655489695728,0.04607923032266463,0,15,0,0,-15
285,23,21226.452254000087,0.029810116878838232,1,528,6119,4725,10316
286,19,22506.357420681685,0.08213704297990976,1,369,5509,2407,7547
287,58,22229.05019952833,0.12375804111692039,1,838,5585,3158,7905
288,43,24420.718621333755,0.44194721263637793,0,156,0,0,-156
289,39,27989.125103731647,0.13366298598392382,1,1773,5492,3261,6980
290,48,29096.10606428326,0.11899444350149134,1,207,17680,1539,19012
291,25,67954.92529127879,0.16438766223228238,1,379,7560,2236,9417
292,21,32206.01037240243,0.060826806023550846,1,407,13137,2055,14785
293,25,20574.135997047,0.018091737364636918,1,78,14111,1586,15619
294,44,37315.968471010005,0.006069831423252636,1,65,17585,1880,19400
295,45,24911.72394129831,0.020430438440022597,1,362,8190,1991,9819
296,42,21281.708168885598,0.05364692957355791,1,458,5796,2178,7516
297,25,20825.103451479506,0.02977072945202187,1,283,8628,1622,9967
298,32,20772.757608293185,0.09541993385742395,1,1155,6457,1518,6820
299,71,66781.9387500266,0.23938187989671364,1,479,9640,2938,12099
300,23,24915.623037048266,0.013819662847482171,1,32,19226,1552,20746
301,22,36547.05182749214,0.11548916198041317,1,1011,7398,1490,7877
302,21,39125.93788438374,0.00509283428843088,1,118,17882,1480,19244
303,27,24714.22791001694,0.009886711719578277,1,124,9516,2810,12202
304,61,23274.064889159676,0.24218047340922855,1,805,6504,3503,9202
305,20,26708.00890301133,0.1918451612011252,1,2349,7421,1377,6449
306,49,20330.638394217698,0.39119980376469016,0,28,0,0,-28
307,47,21276.286705962928,0.06401232482273576,0,18,0,0,-18
308,29,22095.46800861522,0.20770299022548105,0,18,0,0,-18
309,20,32842.22632724022,0.055906913952264846,1,1027,9720,4487,13180
310,36,20664.322771185394,0.022764651529010357,1,1676,5810,1589,5723
311,39,20594.674148234168,0.008413063737049744,1,672,6287,1688,7303
312,24,25474.541239327737,0.10147615250220575,1,375,6171,2427,8223
313,32,29472.44729116862,0.5287420445774994,0,28,0,0,-28
314,56,20345.695503711442,0.3851946505118231,0,93,0,0,-93
315,28,22360.810422982657,0.012790762362159895,0,15,0,0,-15
316,19,27933.30750919328,0.25390366608329196,0,11,0,0,-11
317,19,75860.92076402745,0.07807672446852296,0,49,0,0,-49
318,68,21030.073436421662,0.05727776760317031,1,1976,7863,1556,7443
319,22,37626.955265281045,0.23481257151093005,0,72,0,0,-72
320,21,20510.877928067515,0.10231157474239894,1,158,18311,2313,20466
321,44,23140.20011956712,0.18166438131611462,1,1126,8925,1335,9134
322,24,39988.935010078145,0.006232564848842948,1,197,7954,1684,9441
323,29,28144.307864723873,0.15115200376977628,1,505,14222,1789,15506
324,67,21813.82545517625,0.3002571146861641,1,349,6111,2948,8710
325,37,26741.78450818613,0.035391944528967795,1,902,9974,1449,10521
326,71,37441.75350887317,0.030189518167931657,1,487,5315,2232,7060
327,63,35150.382533469994,0.11678983170199748,1,1441,5325,1343,5227
328,30,20497.997411483924,0.1201161706358806,1,240,6045,1795,7600
329,26,42935.537937137786,0.18028653034831835,1,1065,5270,1503,5708
330,70,43915.02043782806,0.08627221194617743,1,1440,5708,1640,5908
331,23,32419.72910966893,0.33206340643787696,1,16,6758,1519,8261
332,24,25212.111047755796,0.1340118150066731,1,187,5459,1402,6674
333,20,44434.62353811125,0.08793557914537156,0,110,0,0,-110
334,23,30844.065384446607,0.14253593795443284,1,815,9687,1369,10241
335,57,23824.93862409241,0.22516249770507885,0,23,0,0,-23
336,23,20740.06639750773,0.022738485758744317,1,1399,7019,1450,7070
337,22,43279.56812055895,0.004001632742188558,1,141,6566,1847,8272
338,22,24633.5627315889,0.033381904304632184,1,266,7889,2433,10056
339,22,20695.663488582068,0.09738684279332686,1,86,19103,1410,20427
340,25,24240.8749771202,0.36269930691652325,0,23,0,0,-23
341,27,22008.930942086172,0.06348789364111249,1,218,55150,1577,56509
342,31,31904.013199541743,0.21465659820542524,0,8,0,0,-8
343,68,33889.75872696397,0.009337669405687784,1,349,7610,1512,8773
344,52,48150.106197031884,0.235513615433058,1,82,14164,3028,17110
345,22,34938.790592263365,0.30123467467466836,1,722,7429,1340,8047
346,37,20572.56065417109,0.11838616448884536,0,34,0,0,-34
347,24,29060.03862746085,0.058881155100760925,1,833,7857,1878,8902
348,38,35500.35476061256,0.0017671080630534848,1,112,10328,1733,11949
349,39,20804.804892924818,0.05183381076074823,0,29,0,0,-29
350,24,24394.53610914138,0.1963846396768802,0,12,0,0,-12
351,32,22360.43116825751,0.1390752231060395,1,392,7422,1341,8371
352,36,21354.67641415641,0.07224579535685151,1,2034,6273,1395,5634
353,48,23764.429367692373,0.0649160189871178,1,912,32270,1861,33219
354,27,20140.518789120804,0.15166125185476978,0,4,0,0,-4
355,63,70267.36477607976,0.16412366610050697,1,935,6187,1973,7225
356,19,22804.9489833832,0.09550229356180023,1,197,6008,1368,7179
357,32,58289.10012893935,0.1044923440846716,1,86,6302,1584,7800
358,32,29754.062325672185,0.19596393347069588,0,13,0,0,-13
359,54,25814.842402180577,0.020147248116360577,0,6,0,0,-6
360,53,141595.6025951118,0.2343872368172198,0,12,0,0,-12
361,50,35368.99476833879,0.15474078342735498,1,1287,22070,1553,22336
362,19,25881.051071656497,0.2835457340613074,1,890,6200,4215,9525
363,24,30775.731414632624,0.031146708397753107,1,893,9686,1368,10161
364,22,20014.5321307484,0.1140660270800553,0,64,0,0,-64
365,40,34102.23685166709,0.024744517636193415,0,103,0,0,-103
366,42,20108.93695843647,0.05332372395299988,1,959,8249,1995,9285
367,61,22464.277196079245,0.051408466317526824,1,431,6511,1864,7944
368,24,23640.996901077946,0.26810895322723083,1,606,5242,2682,7318
369,65,21251.071840810782,0.14278644091176043,1,669,17692,5447,22470
370,53,20277.499267850053,0.04844800393766082,1,113,6151,1398,7436
371,63,25640.644713756108,0.014135511610640588,0,71,0,0,-71
372,24,26332.833393354987,0.009207325965022814,0,29,0,0,-29
373,25,22944.0185580789,0.37522295021946805,0,2,0,0,-2
374,54,24038.353798101856,0.043559283627775974,1,155,7531,1396,8772
375,62,44087.15200956491,0.012202689893590347,1,45,6367,1636,7958
376,30,22000.67917598096,0.05435259763847438,1,521,7008,3067,9554
377,46,43792.56689764422,0.05244081819426892,1,748,7215,1555,8022
378,23,26391.351611180064,0.17280168507466157,0,98,0,0,-98
379,52,20870.645943487158,0.1276840923174396,1,1064,14476,1440,14852
380,53,20352.26218809237,0.0045565738873543865,1,1195,5789,2423,7017
381,18,31573.431719194763,0.3796615782743679,1,136,5700,1385,6949
382,74,34600.499704820955,0.23795252312345555,0,55,0,0,-55
383,23,26140.113217961112,0.10837908989760386,1,602,6326,1360,7084
384,31,20031.148622710392,0.07970522125199851,1,381,6598,3258,9475
385,38,20600.107677206313,0.32349069332850344,1,1133,6269,1759,6895
386,41,23607.990892369224,0.16808229166706032,1,219,23742,1441,24964
387,46,26631.234848390926,0.15463873394403943,1,354,6624,1506,7776
388,25,22708.1290868631,0.09188042092424287,1,660,5673,1390,6403
389,28,28269.41334727622,0.08785683603535667,1,76,6309,1458,7691
390,48,32696.458342797167,0.013181141802103766,1,31,10468,2198,12635
391,44,54473.62431157123,0.007840312068342901,0,71,0,0,-71
392,58,22393.921786667604,0.24154303206493974,0,1,0,0,-1
393,69,50594.41300014483,0.0609824924402668,1,549,5733,1835,7019
394,20,25417.924337161723,0.11677572775612004,0,13,0,0,-13
395,26,22694.4561099806,0.19748530132125788,0,6,0,0,-6
396,60,22584.578845772132,0.02741497544074364,1,202,9590,3369,12757
397,54,30243.11968062334,0.15654724557606667,0,106,0,0,-106
398,35,32182.284307460857,0.26094560544291273,1,297,6255,2383,8341
399,28,24117.780592467014,0.024765036464176167,1,631,21764,1544,22677
400,22,21939.51608861089,0.31658222309724793,1,276,10681,1526,11931
401,61,31562.288320117925,0.09837535175470995,1,1041,9610,6303,14872
402,31,64755.25586569737,0.13904957729570816,1,251,5564,1695,7008
403,41,25267.62723069243,0.0739272527122737,1,775,5609,1528,6362
404,25,35875.51219923386,0.07927355803205301,0,94,0,0,-94
405,71,29004.43983380679,0.4475873970221141,1,270,7362,1350,8442
406,36,20652.469785874706,0.09340777416645997,1,60,9560,1633,11133
407,21,39552.632827107875,0.24659062029307996,0,31,0,0,-31
408,20,20256.482390511756,0.08157741578403446,1,43,19325,1645,20927
409,25,25399.470328641848,0.0234371983048459,1,207,5322,2100,7215
410,41,21025.738507764352,0.07693089451802268,1,717,5961,2371,7615
411,49,29677.9539967992,0.015279566805100188,0,6,0,0,-6
412,29,63181.01718550869,0.09023209313845171,1,1169,14731,1896,15458
